Designation (and name)	Prov. Des.	q	Q	EMoid	H	Epoch	M	Peri.	Node	Incl.	e	a	Opps.	Ref.	Designation (and name)	"Discovery date, site and discoverer(s)"
	2012 ML6	0.828	2.201	0.0565	20.2	20131104	297.1	83.2	120.8	9.5	0.453	1.514	2	MPO279233	2012 ML6	2012 06 21  704  LINEAR
	2012 MJ6	0.93	2.717	0.02579	21	20131104	223	127.1	82.4	9.2	0.49	1.823	2	MPO235402	2012 MJ6	2012 06 19  E12  Siding Spring Survey
	2012 MS4	0.633	3.895	0.03395	18.6	20131104	165.6	257.6	265.9	67.7	0.72	2.264	( 50d)	MPO237428	2012 MS4	2012 06 19  704  LINEAR
	2012 MR4	0.526	2.682	0.45408	17.6	20131104	123.3	171	286.3	53.1	0.672	1.604	2	MPO265024	2012 MR4	2012 06 18  G96  Mt. Lemmon Survey
	2012 MU2	0.998	3.116	0.00362	20.8	20131104	166.4	16.4	250.4	11.2	0.515	2.057	(113d)	MPO242006	2012 MU2	2012 06 18  703  Catalina Sky Survey
	2012 LD13	0.682	4.163	0.06947	22	20131104	149.5	17.7	147.3	4.9	0.718	2.423	( 13d)	MPO233497	2012 LD13	2012 06 15  F51  Pan-STARRS 1
	2012 LH11	0.97	1.82	0.1283	22.2	20131104	349.8	286.7	259.4	29	0.304	1.395	( 32d)	MPO235401	2012 LH11	2012 06 15  G96  Mt. Lemmon Survey
	2012 LL9	0.743	4.7	0.22866	18.7	20131104	97.8	205.7	129.6	35.2	0.727	2.721	2	MPO250010	2012 LL9	2012 06 13  703  Catalina Sky Survey
	2012 LK9	0.952	4.067	0.04519	17.8	20131104	79.1	314.6	61.9	10.1	0.621	2.51	2	MPO260828	2012 LK9	2012 06 12  F51  Pan-STARRS 1
	2012 LT7	0.259	1.9	0.45537	19	20131104	145.8	358.5	111.9	42.3	0.76	1.079	3	MPO248906	2012 LT7	2012 06 12  F51  Pan-STARRS 1
	2012 LG4	0.78	1.482	0.01072	23.6	20131104	351.2	100.4	262.7	14.2	0.31	1.131	( 13d)	MPO233487	2012 LG4	2012 06 12  F51  Pan-STARRS 1
	2012 LF4	0.939	1.602	0.0343	24.5	20131104	311.4	73.2	252.3	5.8	0.261	1.27	( 10d)	MPO233487	2012 LF4	2012 06 12  703  Catalina Sky Survey
	2012 LK2	0.379	4.221	0.39098	17.3	20131104	179.3	23.7	109.8	33.4	0.835	2.3	2	MPO269758	2012 LK2	2012 06 10  F51  Pan-STARRS 1
	2012 LJ2	0.832	2.744	0.15094	21.6	20131104	235.9	94.6	86.7	34.3	0.535	1.788	( 14d)	MPO233486	2012 LJ2	2012 06 12  703  Catalina Sky Survey
	2012 LR1	0.827	1.846	0.00667	20.5	20131104	30.2	66.5	83.1	42.3	0.381	1.337	( 31d)	MPO235401	2012 LR1	2012 06 09  F51  Pan-STARRS 1
	2012 LC1	0.476	3.546	0.22065	16.3	20131104	191.9	52.3	53.9	34.4	0.763	2.011	2	MPO262434	2012 LC1	2012 06 08  703  Catalina Sky Survey
	2012 LJ	0.702	3.947	0.0023	25.6	20131104	129.6	96	239.4	0.7	0.698	2.325	(  2d)	MPO233481	2012 LJ	2012 06 09  G96  Mt. Lemmon Survey
	2012 KF47	0.723	1.461	0.14405	21.1	20131104	10.7	218.5	148.4	11.9	0.338	1.092	3	E2014-D39	2012 KF47	2012 05 31  G96  Mt. Lemmon Survey
	2012 KM45	0.924	3.612	0.06633	18.8	20131104	146	158.5	95.2	28.2	0.592	2.268	(110d)	MPO242006	2012 KM45	2012 05 29  703  Catalina Sky Survey
	2012 KC45	0.964	1.391	0.00375	29.4	20131104	79.4	310.1	247.8	8.7	0.181	1.178	(  1d)	MPO231391	2012 KC45	2012 05 29  G96  Mt. Lemmon Survey
	2012 KT42	0.711	2.483	0.00114	29	20131104	230.9	259	69.6	2.2	0.555	1.597	(  1d)	MPO234436	2012 KT42	2012 05 28  G96  Mt. Lemmon Survey
	2012 KA42	0.977	1.63	0.01352	27.3	20131104	15.1	315.5	246	6.1	0.25	1.303	(  0d)	MPO231390	2012 KA42	2012 05 27  G96  Mt. Lemmon Survey
	2012 KZ41	0.919	3.537	0.00942	25.1	20131104	144.5	201.9	93	1.5	0.588	2.228	(  7d)	MPO234436	2012 KZ41	2012 05 26  703  Catalina Sky Survey
	2012 KX41	0.897	3.818	0.03375	24.8	20131104	131.6	252.2	48.5	4.4	0.619	2.357	(  1d)	MPO231390	2012 KX41	2012 05 19  F51  Pan-STARRS 1
	2012 KE25	0.395	2.92	0.17594	18.7	20131104	277.5	175.8	277.3	11.4	0.762	1.657	( 26d)	MPO234436	2012 KE25	2012 05 22  E12  Siding Spring Survey
	2012 KP24	0.944	2.052	0.002	26.4	20131104	263.1	221.4	67.5	18.5	0.37	1.498	(  5d)	MPO231389	2012 KP24	2012 05 23  G96  Mt. Lemmon Survey
	2012 KO18	0.755	3.633	0.02973	22.1	20131104	144.3	95.1	221.3	5.7	0.656	2.194	( 12d)	MPO234435	2012 KO18	2012 05 22  703  Catalina Sky Survey
	2012 KN18	0.995	4.416	0.0321	24.5	20131104	109.9	103.6	178	2.2	0.632	2.705	( 15d)	MPO234435	2012 KN18	2012 05 22  G96  Mt. Lemmon Survey
	2012 KU12	0.837	2.439	0.03962	21.6	20131104	303.9	74.2	53.2	8.6	0.489	1.638	( 23d)	MPO234435	2012 KU12	2012 05 19  F51  Pan-STARRS 1
	2012 KO11	0.93	1.194	0.01564	24.6	20131104	24.4	289.1	59.1	16.4	0.124	1.062	(  8d)	MPO231386	2012 KO11	2012 05 20  F51  Pan-STARRS 1
	2012 KN11	0.722	3.475	0.02094	21.9	20131104	197.9	238	261.3	5.4	0.656	2.098	( 25d)	MPO235401	2012 KN11	2012 05 19  F51  Pan-STARRS 1
	2012 KJ11	0.672	2.466	0.1842	16.8	20131104	186.2	305.3	339.7	35.8	0.572	1.569	2	E2014-D09	2012 KJ11	2012 05 17  G96  Mt. Lemmon Survey
	2012 KD6	0.995	3.185	0.02003	23.5	20131104	165.8	29.1	237.6	12.1	0.524	2.09	( 11d)	MPO231384	2012 KD6	2012 05 19  703  Catalina Sky Survey
	2012 KC6	0.935	1.547	0.05067	21.7	20131104	62.2	337.9	195.4	11.3	0.246	1.241	( 64d)	MPO235401	2012 KC6	2012 05 18  703  Catalina Sky Survey
	2012 KB6	0.938	1.776	0.05665	25	20131104	10.4	106.1	63.3	8	0.309	1.357	(  2d)	MPO231384	2012 KB6	2012 05 18  F51  Pan-STARRS 1
	2012 KA4	0.242	1.958	0.02582	21.2	20131104	138.2	237.3	215.1	5.8	0.78	1.1	( 39d)	MPO235401	2012 KA4	2012 05 17  703  Catalina Sky Survey
	2012 KY3	0.633	1.832	0.02494	18.6	20131104	75.9	87.3	21.6	21.4	0.487	1.232	( 52d)	MPO235401	2012 KY3	2012 05 16  703  Catalina Sky Survey
	2012 KW	0.974	2.025	0.0042	26.8	20131104	269.3	213.9	61	13.5	0.35	1.5	(  4d)	MPO231380	2012 KW	2012 05 16  G96  Mt. Lemmon Survey
	2012 KA	0.887	2.157	0.00013	28.6	20131104	258.4	234.6	56.9	19	0.417	1.522	(  1d)	MPO231379	2012 KA	2012 05 16  G96  Mt. Lemmon Survey
	2012 JT17	0.957	4.005	0.10915	18.5	20131104	95.3	117.8	225.3	14.3	0.614	2.481	(218d)	MPO246993	2012 JT17	2012 05 15  G96  Mt. Lemmon Survey
	2012 JS17	0.706	1.728	0.12556	21	20131104	299	307.4	64	15.6	0.42	1.217	2	MPO253093	2012 JS17	2012 05 15  G96  Mt. Lemmon Survey
	2012 JV11	0.636	3.361	0.00937	24	20131104	168.5	331.1	354.2	0.7	0.682	1.999	(  5d)	MPO231361	2012 JV11	2012 05 15  F51  Pan-STARRS 1
	2012 JS11	0.953	4.746	0.06944	20.3	20131104	87.5	121.3	210.6	9.2	0.666	2.849	(206d)	MPO252113	2012 JS11	2012 05 15  G96  Mt. Lemmon Survey
	2012 JQ4	0.954	3.912	0.05003	21.9	20131104	149.8	134	53.5	19.9	0.608	2.433	( 18d)	MPO234432	2012 JQ4	2012 05 12  J75
	2012 JP4	0.744	2.729	0.02352	25	20131104	257.8	280.1	229.2	15	0.571	1.736	(  7d)	MPO231353	2012 JP4	2012 05 12  G96  Mt. Lemmon Survey
	2012 JU	0.888	3.363	0.00168	28.3	20131104	160.1	229.1	52.5	7.2	0.582	2.125	(  1d)	MPO231348	2012 JU	2012 05 12  703  Catalina Sky Survey
	2012 JA	0.925	3.301	0.00986	24.8	20131104	162.8	235.3	42.3	2.2	0.562	2.113	(  3d)	MPO232631	2012 JA	2012 05 01  G96  Mt. Lemmon Survey
	2012 HN40	0.89	4.527	0.0622	20.4	20131104	104.2	243.1	64.1	14.8	0.671	2.708	(151d)	MPO242006	2012 HN40	2012 04 21  F51  Pan-STARRS 1
	2012 HB34	0.646	3.278	0.17384	19.5	20131104	240.1	234	220.8	30.1	0.671	1.962	( 30d)	MPO232627	2012 HB34	2012 04 28  G96  Mt. Lemmon Survey
	2012 HA34	0.871	1.888	0.00121	25.3	20131104	305.9	241.1	42.3	12.5	0.369	1.38	(  1d)	MPO229042	2012 HA34	2012 04 30  703  Catalina Sky Survey
	2012 HZ33	0.946	1.45	0.00065	20.4	20131104	2.7	231.5	54.9	23.9	0.21	1.198	(185d)	MPO245947	2012 HZ33	2012 04 28  703  Catalina Sky Survey
	2012 HY33	0.911	3.084	0.16254	19.4	20131104	142.5	270.7	63.7	14.7	0.544	1.998	(231d)	MPO246990	2012 HY33	2012 04 27  F51  Pan-STARRS 1
	2012 HK31	0.944	1.203	0.01454	25.4	20131104	44	96.6	222.7	2.2	0.121	1.074	( 30d)	MPO232627	2012 HK31	2012 04 28  G96  Mt. Lemmon Survey
	2012 HF31	0.866	2.241	0.06832	19.3	20131104	180.6	30.2	325.9	9.1	0.443	1.553	2	MPO246989	2012 HF31	2012 04 24  F51  Pan-STARRS 1
	2012 HE31	0.839	1.924	0.00315	25.8	20131104	305.3	274.8	10.8	0.5	0.393	1.382	(  2d)	MPO229041	2012 HE31	2012 04 27  704  LINEAR
	2012 HD25	0.73	3.229	0.02424	23.6	20131104	215.7	93.2	42.6	6	0.631	1.98	(  6d)	MPO237422	2012 HD25	2012 04 27  F51  Pan-STARRS 1
	2012 HC25	0.983	1.436	0.01723	25.8	20131104	95.3	317.3	198.9	6.4	0.187	1.209	(  3d)	MPO229036	2012 HC25	2012 04 25  G96  Mt. Lemmon Survey
	2012 HB25	0.973	3.867	0.00126	24.9	20131104	135.5	334.6	287.6	1.5	0.598	2.42	( 17d)	MPO232626	2012 HB25	2012 04 24  F51  Pan-STARRS 1
	2012 HH20	0.731	1.338	0.04914	24.4	20131104	251.6	64.4	28.6	14.5	0.293	1.035	(  6d)	MPO229034	2012 HH20	2012 04 24  F51  Pan-STARRS 1
	2012 HD20	0.86	1.502	0.04371	22	20131104	138.6	32.1	87.1	4.7	0.272	1.181	( 62d)	MPO234430	2012 HD20	2012 04 24  G96  Mt. Lemmon Survey
	2012 HC20	0.824	3.809	0.1129	21.4	20131104	136.4	262.9	37.8	18.2	0.644	2.317	( 29d)	MPO232626	2012 HC20	2012 04 24  703  Catalina Sky Survey
	2012 HR15	0.649	4.31	0.26823	16.9	20131104	166	332.4	80.8	27.9	0.738	2.48	2	MPO262411	2012 HR15	2012 04 22  703  Catalina Sky Survey
	2012 HP15	0.74	1.532	0.16853	21.8	20131104	16.3	131.1	201.1	29.5	0.349	1.136	( 26d)	MPO232625	2012 HP15	2012 04 23  703  Catalina Sky Survey
	2012 HO15	0.867	4.012	0.09793	19.3	20131104	119.6	111.9	187.9	26	0.645	2.439	(196d)	MPO243536	2012 HO15	2012 04 21  F51  Pan-STARRS 1
	2012 HN13	0.974	1.843	0.0525	22.8	20131104	294.1	96.8	184	4.1	0.308	1.409	(157d)	MPO242006	2012 HN13	2012 04 21  F51  Pan-STARRS 1
	2012 HM13	0.861	3.467	0.00062	28.1	20131104	185.9	307.5	210.3	4.9	0.602	2.164	(  2d)	MPO229029	2012 HM13	2012 04 21  F51  Pan-STARRS 1
	2012 HJ8	0.534	3.297	0.20084	21	20131104	232.8	334.1	126	13.7	0.721	1.915	( 25d)	MPO232624	2012 HJ8	2012 04 20  F51  Pan-STARRS 1
	2012 HH8	0.381	2.614	0.05215	20.8	20131104	335.1	249.3	195.6	33.8	0.746	1.498	( 28d)	MPO232624	2012 HH8	2012 04 20  703  Catalina Sky Survey
	2012 HG8	0.666	4.247	0.00485	19.8	20131104	161	256.6	214.8	25.6	0.729	2.457	( 64d)	MPO252112	2012 HG8	2012 04 20  703  Catalina Sky Survey
	2012 HO2	0.747	1.721	0.1594	20.4	20131104	141.5	226.2	211.7	26.3	0.395	1.234	( 35d)	MPO232624	2012 HO2	2012 04 19  G96  Mt. Lemmon Survey
	2012 HG2	0.973	1.405	0.00007	27	20131104	96.2	26.4	143.4	0.1	0.182	1.189	( 39d)	MPO232623	2012 HG2	2012 04 20  703  Catalina Sky Survey
	2012 HF2	0.754	1.629	0.0132	24.7	20131104	119.3	80.1	35.6	12.4	0.367	1.191	(  5d)	MPO229020	2012 HF2	2012 04 20  703  Catalina Sky Survey
	2012 HE2	0.975	2.487	0.02274	26	20131104	229.7	216.3	31.4	14.8	0.437	1.731	(  1d)	MPO229020	2012 HE2	2012 04 20  703  Catalina Sky Survey
	2012 HA2	0.918	1.225	0.06193	21.2	20131104	284.4	211.9	199.6	38.5	0.143	1.071	2	MPO265861	2012 HA2	2012 04 18  703  Catalina Sky Survey
	2012 HY1	0.967	3.453	0.06746	19.7	20131104	129.1	96.4	213.5	4.8	0.563	2.21	(205d)	MPO243536	2012 HY1	2012 04 16  F51  Pan-STARRS 1
	2012 HW1	0.359	1.763	0.39555	19.9	20131104	56.4	163.7	207.8	49.6	0.662	1.061	2	MPO265023	2012 HW1	2012 04 17  703  Catalina Sky Survey
	2012 HN1	0.869	1.183	0.01128	27	20131104	98.2	108.9	194.9	2.4	0.153	1.026	(  6d)	MPO232623	2012 HN1	2012 04 17  703  Catalina Sky Survey
	2012 HJ1	0.786	3.218	0.03361	17.9	20131104	149.1	291.2	44.8	31.3	0.607	2.002	2	MPO254821	2012 HJ1	2012 04 16  703  Catalina Sky Survey
	2012 HQ	0.663	3.451	0.01495	25	20131104	170.7	271.5	22.9	6.1	0.678	2.057	(  5d)	MPO229018	2012 HQ	2012 04 16  F51  Pan-STARRS 1
	2012 HN	0.805	1.294	0.01539	24	20131104	233.6	263	202	25.1	0.233	1.049	(  5d)	MPO229018	2012 HN	2012 04 16  F51  Pan-STARRS 1
	2012 HM	0.943	1.407	0.00416	24.1	20131104	34.1	230.2	39	7.1	0.198	1.175	( 12d)	MPO235400	2012 HM	2012 04 16  704  LINEAR
	2012 GB18	0.484	4.421	0.08833	20.7	20131104	120.3	39.4	286.7	7.7	0.803	2.453	2	MPO265860	2012 GB18	2012 04 13  F51  Pan-STARRS 1
	2012 GV17	0.887	2.395	0.00552	21.1	20131104	200.5	311.7	6.8	11	0.459	1.641	(236d)	MPO246987	2012 GV17	2012 04 14  F51  Pan-STARRS 1
	2012 GA12	0.558	4.318	0.02028	22.8	20131104	162.4	130.8	333.1	1.8	0.771	2.438	(  7d)	MPO229007	2012 GA12	2012 04 15  F51  Pan-STARRS 1
	2012 GY11	0.996	2.6	0.01583	26.6	20131104	240.4	331.9	209.2	4.4	0.446	1.798	(  4d)	MPO229007	2012 GY11	2012 04 15  703  Catalina Sky Survey
	2012 GW11	0.695	2.535	0.00727	26.4	20131104	246.8	83.9	205.8	10.4	0.57	1.615	(  4d)	MPO229006	2012 GW11	2012 04 14  F51  Pan-STARRS 1
	2012 GV11	0.819	1.27	0.07485	22.3	20131104	357.4	217.4	164.7	5.4	0.216	1.045	3	MPO285745	2012 GV11	2012 04 13  691  Spacewatch
	2012 GS5	0.511	6.3	0.28418	18.7	20131104	77.3	209.9	97.8	19.8	0.85	3.406	2	MPO243535	2012 GS5	2012 04 11  F51  Pan-STARRS 1
	2012 GB5	0.908	3.379	0.04207	23.6	20131104	160.7	72.2	197.4	5.2	0.576	2.144	( 20d)	MPO229003	2012 GB5	2012 04 12  F51  Pan-STARRS 1
	2012 GC2	0.881	2.032	0.04451	23.1	20131104	286.7	70.7	203.3	12.7	0.395	1.456	(  9d)	MPO234429	2012 GC2	2012 04 12  E12  Siding Spring Survey
	2012 GK	0.956	2.642	0.00245	22.4	20131104	211	146.7	113.8	3.4	0.468	1.799	(198d)	MPO245947	2012 GK	2012 04 02  F51  Pan-STARRS 1
	2012 GE	0.706	1.542	0.00574	26.8	20131104	176.8	79.6	14.2	3.5	0.372	1.124	(  2d)	MPO226114	2012 GE	2012 04 01  G96  Mt. Lemmon Survey
	2012 GD	0.966	2.992	0.00076	26.9	20131104	193.8	152.5	80.7	0.5	0.512	1.979	(  5d)	MPO230294	2012 GD	2012 04 01  G96  Mt. Lemmon Survey
	2012 FB71	0.778	4.532	0.01755	24.4	20131104	145.1	39.1	76.5	2.8	0.707	2.655	( 15d)	MPO230294	2012 FB71	2012 03 29  F51  Pan-STARRS 1
	2012 FA71	0.803	4.75	0.01716	25.4	20131104	134.9	321.4	159	3	0.711	2.776	(  4d)	MPO226113	2012 FA71	2012 03 29  F51  Pan-STARRS 1
	2012 FU62	0.993	2.128	0.16881	22.4	20131104	340.1	284.6	184.2	17.6	0.364	1.561	( 22d)	MPO230293	2012 FU62	2012 03 29  F51  Pan-STARRS 1
	2012 FT62	0.838	2.855	0.01446	24.8	20131104	207	224.1	40.1	3.5	0.546	1.847	( 14d)	MPO230293	2012 FT62	2012 03 29  F51  Pan-STARRS 1
	2012 FS62	0.744	1.72	0.115	20.2	20131104	292.9	313.9	37.3	13.4	0.396	1.232	2	MPO252111	2012 FS62	2012 03 29  F51  Pan-STARRS 1
	2012 FQ62	0.597	3.773	0.01284	25.9	20131104	162.7	226	55.4	1.1	0.727	2.185	(  4d)	MPO226113	2012 FQ62	2012 03 29  F51  Pan-STARRS 1
	2012 FO62	0.975	3.054	0.01868	20.2	20131104	232.2	212.7	258.6	4	0.516	2.014	( 60d)	MPO232620	2012 FO62	2012 03 28  F51  Pan-STARRS 1
	2012 FJ58	0.841	1.876	0.05762	24.9	20131104	43.7	282.1	187	23	0.381	1.359	(  1d)	MPO226112	2012 FJ58	2012 03 29  G96  Mt. Lemmon Survey
	2012 FH58	0.832	1.551	0.0085	27.1	20131104	35.1	258.5	10.6	7.6	0.302	1.191	(  4d)	MPO230292	2012 FH58	2012 03 29  G96  Mt. Lemmon Survey
	2012 FG58	0.973	3.322	0.03729	22	20131104	165.9	220.4	33	13.5	0.547	2.147	(151d)	MPO242005	2012 FG58	2012 03 28  F51  Pan-STARRS 1
	2012 FD58	0.684	1.544	0.1501	21.4	20131104	357.4	136.8	204.8	15.6	0.386	1.114	( 24d)	MPO230292	2012 FD58	2012 03 27  G96  Mt. Lemmon Survey
	2012 FA57	0.981	4.129	0.00027	26	20131104	136.3	22	190.1	0.3	0.616	2.555	(  6d)	MPO230292	2012 FA57	2012 03 28  G96  Mt. Lemmon Survey
	2012 FS52	0.728	2.006	0.01247	24.9	20131104	324.2	264.9	12	15.9	0.467	1.367	(  4d)	MPO230292	2012 FS52	2012 03 27  G96  Mt. Lemmon Survey
	2012 FN52	0.665	3.295	0.30055	18	20131104	243.9	350.2	93.2	22.6	0.664	1.98	( 46d)	MPO232620	2012 FN52	2012 03 26  703  Catalina Sky Survey
	2012 FM52	0.917	3.779	0.05735	18.6	20131104	125.2	155.6	146.3	22.1	0.609	2.348	2	MPO239911	2012 FM52	2012 03 27  F51  Pan-STARRS 1
	2012 FZ44	0.746	2.594	0.07528	20.7	20131104	224.8	309.3	343.2	12.3	0.553	1.67	( 29d)	MPO230291	2012 FZ44	2012 03 25  G96  Mt. Lemmon Survey
	2012 FH38	0.641	2.456	0.05068	21.7	20131104	336.3	293.1	144.2	8.6	0.586	1.548	( 23d)	MPO230291	2012 FH38	2012 03 25  703  Catalina Sky Survey
	2012 FW35	0.906	3.049	0.01175	26.4	20131104	193.9	49.8	188.6	6.3	0.542	1.978	(  3d)	MPO230291	2012 FW35	2012 03 24  G96  Mt. Lemmon Survey
	2012 FV35	0.83	1.758	0.02537	25.1	20131104	81.9	263.6	194.1	5.8	0.358	1.294	(  7d)	MPO226106	2012 FV35	2012 03 24  G96  Mt. Lemmon Survey
	2012 FU35	0.992	1.906	0.0689	23.8	20131104	5.9	124.4	353.9	8.2	0.315	1.449	(  4d)	MPO226106	2012 FU35	2012 03 24  G96  Mt. Lemmon Survey
	2012 FS35	0.969	1.229	0.00133	30.2	20131104	108.6	42.2	186.6	2.3	0.118	1.099	(  1d)	MPO230291	2012 FS35	2012 03 25  703  Catalina Sky Survey
	2012 FP35	0.749	1.982	0.00066	27.9	20131104	330.3	79	185.4	9	0.451	1.366	(  2d)	MPO230291	2012 FP35	2012 03 24  703  Catalina Sky Survey
	2012 FO35	0.763	2.847	0.03328	23.6	20131104	212.6	93.6	179.1	7.1	0.578	1.805	( 15d)	MPO230291	2012 FO35	2012 03 23  G96  Mt. Lemmon Survey
	2012 FN35	0.851	1.481	0.00316	24.9	20131104	175.4	71.6	6.9	9.3	0.27	1.166	(  7d)	MPO226104	2012 FN35	2012 03 23  G96  Mt. Lemmon Survey
	2012 FM35	0.891	1.13	0.0077	27.3	20131104	294.6	77.1	11.2	2.1	0.118	1.011	( 24d)	MPO230291	2012 FM35	2012 03 23  704  LINEAR
	2012 FL35	0.375	2.653	0.16109	19.7	20131104	258.2	327.5	11.6	19	0.752	1.514	( 48d)	MPO232619	2012 FL35	2012 03 23  691  Spacewatch
	2012 FK35	0.607	2.295	0.22666	18.2	20131104	239.4	303	18.5	35.9	0.581	1.451	3	MPO285745	2012 FK35	2012 03 22  703  Catalina Sky Survey
	2012 FZ23	0.976	4.004	0.02153	18.2	20131104	147.3	357.8	179.4	75.4	0.608	2.49	(120d)	MPO235399	2012 FZ23	2012 03 23  E12  Siding Spring Survey
	2012 FV23	0.982	2.119	0.00489	25.4	20131104	288.8	136.7	74.6	1.1	0.367	1.55	(  6d)	MPO226101	2012 FV23	2012 03 23  703  Catalina Sky Survey
	2012 FU23	0.616	2.393	0.00645	27.6	20131104	286.4	95.8	181.2	5.4	0.591	1.505	(  2d)	MPO226101	2012 FU23	2012 03 23  G96  Mt. Lemmon Survey
	2012 FS23	0.445	1.972	0.17762	20.9	20131104	26.1	315.7	354.8	38	0.632	1.208	(  9d)	MPO226101	2012 FS23	2012 03 21  F51  Pan-STARRS 1
	2012 FD23	0.902	3.432	0.07525	20	20131104	164.6	11.3	243.7	8.9	0.584	2.167	(202d)	MPO242005	2012 FD23	2012 03 20  E12  Siding Spring Survey
	2012 FJ15	0.719	4.11	0.02164	22.8	20131104	170.1	346.1	106.7	1.5	0.702	2.414	(  7d)	MPO226099	2012 FJ15	2012 03 22  G96  Mt. Lemmon Survey
	2012 FZ13	0.575	1.499	0.0665	24.1	20131104	276.9	228.2	180.8	11.8	0.446	1.037	(  8d)	MPO226098	2012 FZ13	2012 03 21  G96  Mt. Lemmon Survey
	2012 FX13	0.903	1.187	0.04979	25.2	20131104	300.8	55.5	357.7	16.4	0.136	1.045	( 10d)	MPO232618	2012 FX13	2012 03 17  G96  Mt. Lemmon Survey
	2012 FR1	0.627	3.728	0.00635	19	20131104	210.6	86.2	355.5	13.3	0.712	2.177	( 74d)	MPO232616	2012 FR1	2012 03 16  703  Catalina Sky Survey
	2012 FQ1	0.994	4.21	0.01253	19.1	20131104	107.4	169.3	98.3	5.2	0.618	2.602	( 90d)	MPO234428	2012 FQ1	2012 03 16  G96  Mt. Lemmon Survey
	2012 FN	0.994	1.448	0.01478	29.2	20131104	97.7	148.3	356.8	3.2	0.186	1.221	(  0d)	MPO226094	2012 FN	2012 03 17  G96  Mt. Lemmon Survey
	2012 FM	1	2.888	0.01938	26.1	20131104	221.1	151.4	11.3	3.2	0.486	1.944	(  5d)	MPO226094	2012 FM	2012 03 17  703  Catalina Sky Survey
	2012 FG	0.76	3.396	0.0026	26.2	20131104	211.1	289	178.3	2.2	0.634	2.078	(  7d)	MPO226093	2012 FG	2012 03 16  704  LINEAR
	2012 ET14	0.729	2.633	0.27746	17.6	20131104	101.5	174.4	166.7	66.2	0.566	1.681	2	MPO283304	2012 ET14	2012 03 15  G96  Mt. Lemmon Survey
	2012 ES14	0.884	4.237	0.16618	20.1	20131104	124.3	77.8	189.4	24.8	0.655	2.561	(215d)	MPO239904	2012 ES14	2012 03 14  F51  Pan-STARRS 1
	2012 EA12	0.982	2.154	0.03563	24.9	20131104	284.7	35.3	175	30.9	0.374	1.568	(  5d)	MPO226090	2012 EA12	2012 03 15  703  Catalina Sky Survey
	2012 EY11	0.975	1.322	0.0284	21.9	20131104	221.2	238.9	167.6	9	0.151	1.148	( 36d)	MPO232616	2012 EY11	2012 03 14  G96  Mt. Lemmon Survey
	2012 ES10	0.459	3.303	0.00523	23.8	20131104	252	73	346.5	6.8	0.756	1.881	( 13d)	MPO226088	2012 ES10	2012 03 15  G96  Mt. Lemmon Survey
	2012 ER10	0.925	2.93	0.00938	25.5	20131104	235	135.9	349.8	4.4	0.52	1.928	( 10d)	MPO226088	2012 ER10	2012 03 15  G96  Mt. Lemmon Survey
	2012 EQ10	0.995	1.814	0.02402	25.9	20131104	8.5	331.3	177.6	12.3	0.292	1.404	( 11d)	MPO230288	2012 EQ10	2012 03 15  703  Catalina Sky Survey
	2012 EP10	0.929	1.172	0.00208	29.1	20131104	256.2	105.7	348	1	0.116	1.05	( 13d)	MPO226087	2012 EP10	2012 03 15  G96  Mt. Lemmon Survey
	2012 EN10	0.895	2.128	0.01775	26.1	20131104	340.4	304.1	176	11.1	0.408	1.512	( 11d)	MPO226087	2012 EN10	2012 03 15  703  Catalina Sky Survey
	2012 EO8	0.895	3.193	0.00324	24.3	20131104	188.8	45.7	179.1	8.6	0.562	2.044	(  7d)	MPO235399	2012 EO8	2012 03 15  703  Catalina Sky Survey
	2012 EJ8	0.444	2.588	0.05537	24	20131104	346.3	5.9	51.5	3.5	0.707	1.516	(  1d)	MPO226085	2012 EJ8	2012 03 14  G96  Mt. Lemmon Survey
	2012 EO5	0.809	2.457	0.02637	23.4	20131104	308.8	282.6	176.7	6.6	0.505	1.633	( 29d)	MPO230288	2012 EO5	2012 03 14  703  Catalina Sky Survey
	2012 EN5	0.715	1.34	0.00073	27.3	20131104	139.5	102.8	174.5	3.9	0.304	1.027	(  1d)	MPO226083	2012 EN5	2012 03 14  703  Catalina Sky Survey
	2012 EM5	0.711	3.01	0.01243	25.3	20131104	251.6	102.6	353.4	28.8	0.618	1.86	(  1d)	MPO226083	2012 EM5	2012 03 14  703  Catalina Sky Survey
	2012 EL5	0.805	4.115	0.07322	20	20131104	166	340.8	126.2	7	0.673	2.46	( 61d)	MPO232615	2012 EL5	2012 03 13  J75
	2012 EK5	0.807	2.823	0.00481	25.6	20131104	221.5	240.7	4.4	10	0.555	1.815	(  7d)	MPO226082	2012 EK5	2012 03 13  G96  Mt. Lemmon Survey
	2012 EG5	0.985	3.311	0.00126	24.3	20131104	177.8	16	192.9	3	0.542	2.148	( 21d)	MPO230288	2012 EG5	2012 03 13  F51  Pan-STARRS 1
	2012 EF5	0.904	1.544	0.05019	21.3	20131104	35.8	69.8	164	47.8	0.261	1.224	( 12d)	MPO226080	2012 EF5	2012 03 12  704  LINEAR
	2012 ER3	0.892	2.131	0.05245	24.5	20131104	294	67.8	164.8	12.7	0.41	1.512	( 10d)	MPO227527	2012 ER3	2012 03 04  G96  Mt. Lemmon Survey
